CompanyName,JD,TextioCat,TextioScore
Random," 
M&IB Job Description – Analyst III, Cost Financial Control 
May 21, 2015
 
Team Manager – APAC Cost Financial Control
Business Function/Department: Cost A &R CoE GFS India
Location Supervisor1 Vijay Gupta
Functional Supervisor1 If different to above NA
Supervisory Level1 
Direct Reports NA
Location Gurgaon, India
Corporate Title Analyst III
Post Holder Name 
*Note: (1) For further details please refer to the Supervisory Policy
Success profile:
? Hands on experience of month end GL closing & Thorough Accounting Knowledge (Accruals, Pre-payments & FA etc.)
? Relevant experience of 3-4 year.
? Good knowledge of Financial Control, B/s Reconciliation and Substantiation.
? Sound Communication skills.
Purpose of the Role – Why does this role exist, what value does it add?
? To support  cost control/ decision support teams of GFS India, APAC through correct expense booking, month close and robust balance sheet reconciliation;
? To support delivery of MIB & Group Finance cost management and reporting through delivery of  complete, accurate, timely closing and reporting for cost information and to analyze the cost base to ensure the numbers are reflected correctly in the books;
? To support change initiatives, process improvements and in system implementations related to costs processes and applications.
? To help building culture of control and transparency across GFS / M&IB; 
? To support implementation of process improvement opportunities, particularly the potential for synergies various teams.

Controlled Functions** – Is this role registered to any regulator controlled functions? e.g. CF30 Applicable to the RBSG Entities** – To which entities are these controlled functions applicable?
NA 
**Note: (2) Only to be completed for regulated roles.
Membership of Key Boards/Committees
NA

Key Responsibilities – Provide an outline of the key responsibilities required as part of this role. Headings and italicised text are provided as guidance, except where indicated as mandatory
Strategic Progress
Developing and delivering strategic goals • Strategic Planning: Support/ participate in the cost financial control/ GFS level engagements
• Business Model: Support and deliver Finance transformation initiatives. Support establishment of Extended team model 
• Governance: Adhere to governance structure across Cost financial control based on the principles of “Good Corporate Governance”. Ensure process documentation is up to date.
• Culture: Help building culture of control and transparency across GFS / M&IB.
Business Delivery and Financial Performance
Setting clear, measurable near term financial goals and deliverables • Financial Delivery: Ensure timely and accurate monthly expense accruals; Fixed asset accounting; Cost recharge process and; Intercompany accounting and reconciliation; Balance sheet accounts reconciliation/ attestation;  Monthly expense analysis; System reconciliation; Master data maintenance; Month close on system.
•  Balance Sheet: Ensure that the relevant balance sheet accounts for which team is the owner/ reconciler is properly and timely reconciled and attested with aged, red items highlighted effectively for proper resolution.
• Efficiency and Cost Management: Adhere to cost management and a culture of cost consciousness and operational excellence across the firm; Participate lean transformation projects for automation / improvement; Ensure timely analysis of various cost & drivers to ensure same is in line with company’s objectives and any material variance are appropriately highlighted.
Customer Expectations
Meeting and exceeding customer and stakeholder expectations • Client Focus & delivery: Support promotion of client focus through communications and engagement. Ensure transparent communication approach by timely connect through huddles, VCs and effective work KPIs in place between the teams. Build trusted partnership with key stakeholders.
     Timely revert / support to internal as well as external auditors with audit queries/ samples.
• Reputation: Build, safeguard and uphold the reputation of RBS Group across all stakeholders: investors, press, politicians, public, staff, clients, etc at all times
Risk, Efficiency and Control
Setting clear goals, internal controls, risk management, business efficiency, improvement and effectiveness • Line of Defence: 1st LoD: 
? Complies with relevant Group Policies, testing and certifying (or considers and escalates) the adequacy and effectiveness of the business’s controls on a regular basis
? Establishes and documents (or follows and/or maintains) operating procedures which include relevant controls to meet Group and local policy requirements.
? Establishes and owns a governance structure for identifying and managing risk, and for defining and approving an appropriate Risk Appetite^
? Establishes and maintains risk assessments to identify and assess the material risks that arise in the area of responsibility^.
• Conduct Risk: [Mandatory]: To be accountable for ensuring you understand, uphold and promote the Conduct Risk standard pillars:
? Employee Conduct
? Corporate Conduct
? Market Conduct
? Conduct Towards our Customers
• Operating Disciplines and Controls: Establish and maintain operations, controls, risk assessments and assurance programmes, monitoring of risk and controls to identify, assess and manage any material risks which may arise. Assess the quality of the control environment on a semi-annual basis. 
     - Built effective and practical KRIs for the process and monitor the same on a monthly  
       basis; identifying any probable process risk appropriately and in a timely manner to the  
       risk teams. 
     - Have proper process documents in place and keep them updated at all times.
     - Ensure completion of mandatory GPL trainings on time.
• Risk Culture: Set the tone for promoting appropriate business and risk aware behaviours and requiring compliance with all statutory and regulatory requirements and RBS Group policies.
• Business Continuity: Ensure adequate Business Continuity plans are maintained and tested for.
People Management***
Goal setting around team management, style, training and others
***Note: (3) Mandatory for Supervisors only
 • NA

Experience – What previous experience is required for the role?
Essential Desirable
• Extensive cost management, reporting and analysis experience;
• Experience of working within complex global organizations
• Experience of managing / working with Senior stakeholder and collaborate with cross functional teams.
• Proven communication skills
• Good excel & presentation skills. • Knowledge and experience of financial services / investment banking an advantage;
• Proven experience of process design and improvement;

Technical Capabilities – What are the specific skills, knowledge and abilities required for the role?
Essential Desirable
• Extensive knowledge about financial control and reporting processes  and accounting;
• Good understanding of accounting principles and techniques.
• Extensive knowledge of accounting system architect and interface (Systems like ; Walker / Oracle / SGL / Spot-fire / FAR)
• Awareness of risk and control frameworks within Finance.
• Sound excel & controls framework knowledge
• Ability to work with tight deadlines;
• Teamwork, communication, initiatives; • Good presentation skills knowledge
• Project Management experience

Qualifications – What training or qualifications are required for the role?
Essential Desirable
• Bachelor’s degree in Commerce, 
• Post qualification Accounting, MBA or CIMA or equivalent • Chartered Accountant

Behavioural Competence required (PEF): Please indentify the applicable competencies and appropriate level from the list below:
• Achieving Excellence – 1
• Inspiring  - 1
• Building understanding & trust – 1
• Collaborating for success – 1
• Understanding issues – 1 • Influencing – NA
• Communicating – 1
• Developing People – 1
• Gathering Information – 1
• Finding Solutions – 1

",3,37
Random,"Eflex – Software Designer (.NET)”

 
Peoplesoft code (for each role, if no. of roles is more than 1) 00640252, 00640251 Business Division  C&DS
Location/ Country Gurgaon / India Business Line CPB
Hiring Manager name Manoj Gupta Cost Centre IDCSUB359
No. of roles open 2 Functional Area (if applicable) eFlex C&P Technology
Position Type  Replacements Date of requisition 16-Jun-2015
Replacement Name (if applicable) Vikrant Arora, Kuldeep Rana Approved By Vanamali Sridharan

Purpose of the Role:  Why does this job/ role exist, what value does it add?
Background

This is pivotal role for Eflex to build technical strength in the team with technologies like .NET, Oracle and Unix Shell Scripting. Person in this role would be expected to understand the application domain thoroughly and not only deliver the quality code as per organisational standards but also mentor rest of the team, including vendors, to work towards an effective and efficient delivery model. The incumbent would be expected to work towards continuous improvement on technology areas and processes for the team.

Organisation Chart: Where does the job / role fit in the organisation? What is the reporting line 2 levels above and 1 level below (where appropriate) the job /role?


                                                                                      
Activities: What does the jobholder have to do?
•         Being SPOC for the work and doing timely deliveries.
•         Ensuring deadlines are met and highlighting showstoppers in advance.
•         Undertake analysis and design of enhancements requests and deliver changes to production applications 
•         Well planning of deliverables and keeping line manager in loop on the progress.
•         Ensuring system can be supported by a broader team without in-depth domain knowledge by capturing and sharing knowledge within the team
•         Implement various best practices on source control management, software configuration management, build and release management and ensure compliance
•         Quality assurance of releases and liaising with various teams including testing, production services for timely deliverables
•         Responsible for Design and Architectural changes to the platform
•         Responsible for Performance improvements through design and code improvements
•         Get involved in design reviews and code reviews as part of a structured software development lifecycle
•         Defect Analysis and resolution
•         Continuous Improvements in Technology and Processes

Key deliverables: What are the key outcomes and what does the jobholder have to produce (objectives)?
Specific responsibilities include:

•         Responsible for analysis and design of project/ enhancements and deliver changes to production
•         Responsible to collaborate with the business to ascertain requirements, firm up scope and timelines
•         Review all support deliverables produced by the vendor teams
•         Doing design reviews and code reviews as part of a structured software development lifecycle
•         Write technical specifications and produce clear and detailed documentation which includes ERD etc.
•         Deliver well-structured, high-quality code
•         Primary liaison point with the business to ascertain requirements, firm up scope and timelines discussion with line manager.
•         Release management through SIT, UAT and into production



People Management: What are the key responsibilities of the job/ role?
• Assist the product manager ensure quality and on time deliverables from vendor teams 
Financial Management: What are the key responsibilities of the job/ role?
• None

Person Specification
Essential Experience: What previous experience is required to do this job/role?
Primary:

•         4 to 6 years of IT Experience in Microsoft technologies providing Web based solutions
•         Demonstrates excellent knowledge on various .Net enterprise architectures and design patterns
•         In depth expertise in ASP.Net 3.5 (C#) or above, Web Services, ADO.Net including scripting languages like JavaScript and JQuery
•         Good understanding of DDA (Disability Discrimination Act) complaint HTML code along with CSS and W3C standards.
•         PL/ SQL programming with Oracle 11g
•         Knowledge of writing procedures, functions, triggers, index, SQL joins
•         Knowledge and exposure on query tuning and optimization
•         Agile/Scrum development methodology experience
•         Unix, Shell scripting
•         Business Interaction capturing requirements, high level estimates, firming up timelines/ milestones for the deliverables
•         Tracking the progress and reporting to all the stake holders
•         Experience with one of the design tools like Visio, Rational, Ervin
•         Complete software development lifecycle experience with agile methodologies
•         Strong at Object Oriented Programming
•         Working in a large organisation with strong architectural governance and technology standards
•         Continuous Integration using Cruise Control with NUnit and NCover
•         Ability to respond well to pressure
•         Clear and concise communicator
•         Logical mind with keen analytical skills
•         Organized and efficient
•         Strong interpersonal skills with ability to work effectively across team boundaries.

 Desirable:
• Exposure to ORM tools and specifically to NHibernate
• Exposure to Business Objects 5.1 or BOXI
• Exposure to Object Oriented JavaScript
• Exposure to ASP.NET MVC

Generic:
• Excellent communication skills and ability to interact effectively at all levels across technology teams.
• Can work well both individually or in a team by taking a collaborative approach to problem solving and delivery 
• Ability to drive change and influence at all levels
• Organised, methodical and thorough with a detailed and structured approach to problem solving
• Self starter/highly motivated person who is prepared to use their own initiative in understanding and following up issues.
• Flexible with the ability to multitask
• Flexible to work in the UK Shifts as the application support will primary for the Europe business
• Takes ownership of problems through to resolution
• Keen to learn business processes and technical skills.
• Ability to work out of hours and weekends
Qualifications: What training or qualifications are required to do the job/role?
Essential: 
•         B.E./MCA or equivalent from a premier university  Desirable:
• Microsoft Certifications for .Net
• Agile/Scrum Certification

",4,27
Random,"GIS_AM_Analyst- Apps Support


   
   
   

Purpose of the Role:  Why does this job/ role exist, what value does it add?
To provide solutions for production support for a set of applications to ensure availability for business use as per agreed SLAs or requirements.
Organisation Chart: Where does the job / role fit in the organisation? What is the reporting line 2 levels above and 1 level below (where appropriate) the job /role?
  
Activities: What does the jobholder have to do?
• Analyst  role in an application support function.
• Able to analyse production problems and provide solutions.
• Contribute in all critical production issue recoveries.
• Analyse and engineer changes on production systems and participate in task forces where required to improve service quality.
• Knowledgeable about change management.
• Participate in design reviews of new projects.
• Works hand in hand with the support lead/ technical lead and owns responsibility of the work being assigned.
• Continually works on improving technology skill level of self.
• Inputs to the development teams on design to ensure application supportability are prioritized.
• Analysis and delivery of periodic changes to production systems to improve efficiency.
• Assist with testing activities and provide Documentation for testing activities.
• Normal office working hours starting from Midday India time to late evening India time.
• Ability to work in 24 x 7 support model. This is not a shift job but candidate should be ready to work from home during odd hours and flexible on the timings.
Key deliverables: What are the key outcomes and what does the jobholder have to produce (objectives)?
• Availability of applications 
• Timely and effective response to user query 
• More productive support environment 
• Fulfil business continuity requirements
Scope of Role: What decision is the job/ role responsible for?
The Analyst will provide on call support as required, do operational performance statistics reporting and carry out Incident/problem resolution activities.
People Management: What are the key responsibilities of the job/ role?
• No people management.
Financial Management: What are the key responsibilities of the job/ role?
• None.

Person Specification
Essential Experience: What previous experience is required to do this job/role?
Essential: 
• 3 - 5 years of experience in development or production support roles.

 Desirable:
• Experience in application maintenance and production support roles.
• Exposure to ITIL good practices
Qualifications: What training or qualifications are required to do the job/role?
Essential: 
• Educational Qualifications: BE / M Tech / MCA / PGDCA
 Desirable:
•         Certification in relevant technologies.
Technical Competence: What are the specific skills/ style and abilities required of the job/ role?
Essential: 


• Must have knowledge of :Oracle PL/SQL, Java 1.5+, J2EE and Unix 
• Desirable to have working knowledge of Oracle Forms 

• Must have very good understanding of online and batch production support 
• Must be knowledgeable about incident management tools and recovery management procedures
• Excellent attitude towards learning and application of technology.
• Ability to quickly fit into the team, become a team player.
• Ability to work under pressure and meet deadlines.
• Very good spoken and written communication skills. Ability to communicate with International clients independently, effectively.
 
  Desirable:
?  Pro-active and capable of taking ownership of tasks.  Strong interpersonal skills with the ability to build client relationships quickly.
?  Demonstrated expertise in problem solving and technical innovation capable of getting hands-on with the resolution. 
?  Proven ability to document and share knowledge with team members.
?  Ability to contribute to technology / application change within the department.

RBS Competencies. Please select the appropriate Framework and indicate the required level. 
** Please delete inapplicable ones.
A) ** Performance Excellence Framework (PEF) 
1. Achieving Excellence  - 2
2. Influencing – 2
3. Inspiring – 2
4. Developing People - 2 5. Building understanding & trust – 2
6. Collaborating for success - 2
7. Understanding issues -  2
8. Communicating -  2
9. Finding solutions - 2


",5,26
Random,"Job Title: ETL Technical Lead Grade/Level: C12/ AVP
Work Location: Pune, India Reporting to: 
Office: Citi Technology Center Address: SEZ-EON IT Park, Kharadi, Pune, M.H. 411014
Job Description
Job Background/context:
The position is to fulfill a need within Information Management and Shared Services (IMASS)'s Data management team. The candidate will be responsible for ensuring that AML development team adheres to the architecture standards defined for common components/continuous flows and batch ETL in both Abinitio and Informatica/source code management. 
Key Responsibilities:
The candidate will be responsible for understanding both the technical and functional flow for AML processing. The candidate should be technically proficient in data warehousing and ETL concepts and should have strong background in ETL space. The candidate will get exposure to key business processes like Cash Management, Fund Services, and Securities Services within Citi Transaction Services
Person Specification

Knowledge/Experience: 
8+ years in a technical specialist/architect role with experience on implementing large & complex large projects. 
Skills Required 
• Financial Services experience is a requirement, and data warehousing experience is required. Exposure to AML business domain knowledge is preferred. 
• The candidate should have very strong technical experience in the areas of data analysis, database design, ETL, data mining experience. 
• Strong Abinitio expertise is required 
• The candidate should have strong Oracle and UNIX experience. 
• Non-technical knowledge, experience, and skills (leadership, management, oral and/or written communication, etc.)
Due to the high visibility of the position, the candidate must possess superior communication skills as they will be interacting with people with diverse skills and seniority. The sometimes ambiguous environment means that the candidate should also be experienced with multi-tasking, balancing tasks with priorities accordingly. Experience working on several projects at the same time is required. The person has to be results-orientated, willing and able to take ownership of engagements. 
The candidate should have strong analytical skills. 

Qualifications:
• Bachelor’s degree (in science, computers, information technology or engineering)
• Candidate should be willing to work late in the evening India time on need basis in order to interact with US onshore team and to meet urgent requests by Clients.

",4,20
Random,"Summary of Role/Profile:
Consult prospective clients in sales cycle on transitions, coach the customer and act as there trusted advisor. Able to work on multiple prospects and stakeholders with working very closely with Function Like HR, Finance , Ops and ensure processes receive adequate support from each function. Ability to work in a global environment is a key



How does the role add value?
For the Biz- The role adds value to the business by engaging &Collaborate with the front facing organization (Sales and business development team) to create and represent the solution offering to the customer
Engage with Delivery Team’s - 

How is this role unique from others?
The role will involve working with people who are front ending Accenture e.g. BD & Sales. Creating & represent the Transition Solution offering to New Customer’s and trends of offshoring/outsourcing in the BPO industry, technology & tools and their impact on underlying business processes and share the happenings with Accenture leadership and key leads engaged in new deals. Process Excellence stakeholder’s to articulate to articulate the process excellence (Quality & Continuous improvement) capabilities.

Who are the key relationships for this role? The Key relationships are the following :-
Accenture
Transition leader for the vertical– VP 

?  Business Stakeholder, Different Function leads like, IT, Ops, Finance.
?  Work with Accenture leadership.

What are the minimum prior qualifications to be an applicant for this role? Minimum –

Degree in business, finance, or economics


Key Roles and Responsibilities-

Act as a coach and trusted advisor for the clients in migration journey and sales cycle.
•     Manage front end client interactions and discussions in sales stage 
•     Bring in external perspective and evolving practices in project management, change management as it impacts migration and risk management
•     Manage in-bound transition activities on all strategic programs
•     Conduct detailed transition planning in accordance with defined service go-live commitments. 
•     Track and resolve issues, initiating corrective actions as appropriate to manage delays.
•     Establish and manage relationships with customer business and project stakeholders.
•     Manage expectations across key internal and external stakeholders of the project 
•     Ensure Transition deliverables are prepared in accordance with the aligned methodology, with high level of quality, timeliness and within budget 
•     Manage and motivate the transition team for desired levels of performance and deliverable quality
•     Identify, evaluate and manage risks through the transition lifecycle to avoid impact to timelines and costs. 
•     Report transition progress at defined intervals to Management teams ( Client and Internal ) for effective governance and timely issue resolution 
•     Review and manage changes through the transition lifecycle ( Both at process level and SOW) 
•     Document and share project learning’s for continuous improvements


Knowledge, Experience and Education-


•         14-17 years of experience post-Graduation
•         Extensive experience in managing multi-functional Solutions, Transitions & change Management .
•         Experience in working in large / international companies.
•         Excellent communication, people management, stakeholders management and leadership skills
•         Ability to ensure service focus across a complex people intensive and functionally-dispersed organization



",1,30
Random,"JD- Account Manager, Strategic Sales
Location : Mumbai


Job Purpose

To implement and support the commercial strategy and achieve revenue targets for a portfolio of top tier accounts with focus on incremental sales and tapping opportunities within the customer base.

Job Dimensions
Net revenue :  Grow revenue and contribute to South Asia target
Interfaces with : Commercial Team,  Revenue Development team, Call BA, Customer services ,Exec club
 
Principal Accountabilities

• Optimally influencing revenue for top tier portfolio of accounts not driven purely by price including niche markets Bollywood productions houses etc.
• Use of information from know me, wwds and ras to understand the customer and using the knowledge to drive revenue by creating compelling products and effective use of value adds
• Supporting commercial strategy and revenue targets for the area.
• Effectively using ADPs to develop accounts and maximise value of the account by increasing revenue on key O and Ds as well as improved margins.
• Proactive approach to capitalising on opportunities for revenue growth within portfolio
• Managing cost of sale and cost of deal effectively 
• Acquisition of new accounts 
• Co-ordinating activities with other teams like volume sales, high value and business development to maximise return on investment
• Negotiate smas and corporate deals in line with guidelines and ensuring audit compliancy
• Conduct timely reviews of accounts, analyse gaps if any and take corrective actions
• Work within the principles of sales force effectiveness and utilise systems as required to record relevant data



Essential Capabilities (skills/experience/qualifications/expertise/behaviours) These will be used to measure how well an individual meets the requirements. 

Skills (practised capability/behaviour)

• Excellent interpersonal & communication skills
• Strong knowledge of all products and routes of BA and its franchise / alliance partners
• Focussed selling skills 
• Negotiation skills
• Ability to influence internal & external customers
• Excellent organisational & Time Management skills
• Good commercial awareness / business acumen
• Ability to work under pressure & multi-task
Essential Qualifications (academic/vocational)

• Graduate from a recognised university
• Excellent written and spoken English
• Knowledge of regional languages will be an advantage.
• Previous commercial experience within BA will be an advantage
Experience (on the job) 

• Problem Solving & Good decision making skills
• Ability to interpret revenue data
• Track record of revenue delivery
• Awareness of BA products and services and those of our competitors
• Meeting deadlines and working under pressure• 
Expertise (specialist knowledge)

• Excellent negotiation skills
• Good selling skills 
• Proactively seeking new opportunities and maximising existing ones

",3,25
Random," 
Job Title: Accounts Payable Associates, F and A Centre of Excellence - Delhi
Department Overview: International - India top level requisition
Job Description: This position reports to Accounts Payable Manager, F & A Centre of Excellence
and is based in Gurgaon, India
Responsibilities: • Process all invoices on time, and process supplier payment runs per defined timelines.
• Perform creditors’ reconciliations and resolving issues giving rise to invoice queries.
• Liaising with cross functional teams on query resolution, process and system improvements. 
• Process all weekly payment runs ensuring SOX compliance. 
• Organize data for internal and external customers / auditors or provides information as required.
• Maintains confidentiality of all accounting and financial records.
• Performs functions associated with monthly financial closing.
 
Company Overview: Google's innovative search technologies connect millions of people around the world with information every day. Founded in 1998 by Stanford Ph.D. students Larry Page and Sergey Brin, Google today is a top web property in all major global markets. Google's targeted advertising program, which is the largest and fastest growing in the industry, provides businesses of all sizes with measurable results, while enhancing the overall web experience for users. Google is headquartered in Silicon Valley with offices throughout North America, Europe, and Asia. For more information, visit www.google.com/jobs.

",4,35
Random,"Corporate Title: Analyst 
Location: Gurgaon, India
Functional Role: Security Administrator

BlackRock Overview:
BlackRock is the world’s largest money manager, providing structured investment strategies such as indexing, risk-controlled active products, and exchange traded funds to investors worldwide. For years, BlackRock has been at the forefront of developing innovative investment ideas, applying science and technology to the investment process. BlackRock employs over 9,000 people globally and manages more than $3 trillion in assets.

Team Overview:

BlackRock's Identity and Access Management team (AIM) is responsible for administration of user access, including Windows 2003, Unix, in-house and 3rd party applications.  The team is responsible for creating, modifying and deleting Exhange mailboxes, distributions lists, public folders and contacts. AIM is a key part of  the Human Resources joiner, transfer and leaver processes.  The team's secondary mission is to work with Management on a periodic basis to review user access to specific applications and verify that the the access is still need for each users (""application user recertification""). 

Role Responsibilities

AIM analyst activties are a key control in BlackRock's Information Security Program
• Responsible for monitoring request queues, obtaining required approvals from management for each request, and processing only the approved requests   
• Application user recertification projects

Technical Requirements:

Experience in granting NTFS permissions for folders/files in a Windows environment
• Experience in Exchange administration; creating and maintaining mailboxes, distribution lists, contacts and public folders
• Experience with RSA (Remote Access) and BES (Blackberry Enterprise Server) user administration
• Experience performing user administration tasks for various in-house and 3rd party applications
• Familiarity with Distributed File System (DFS)
• Basic knowledge of UNIX administration commands
• Knowledge of and the ability to adhere to SAS and SOX audit requirements pertaining to Identity & Access Management job requirements; obtaining and documenting required approvals
• Experience with work-flow management tools (e.g., HEAT, Service Center)

Skills/Requirements:

B.A. / B.S. degree or equivalent work experience. 
• 3+ yrs  experience performing user administration in a Windows 2003 Active Directory environment
• Shift work required?  Yes – Will have to work UK/US hours
• Travel required?  Yes – Rarely only for Cross training & Coverage








Competencies:

Deliver high level of service through responsiveness and accuracy
• Versatility, flexibility, and a willingness to work with constantly changing priorities
• Work with team members in multi-office, multi-country environment across several time zones
• Strong organizational skills
• Able to manage priorities and workflow
• Provide documentation and accountability




",3,45
Random,"ROLE: 
The Head HR will be responsible for proactively managing all HR, recruitment and generalist processes and practices enabling the HR team to support the business. This role will be key in delivering all people related policy, processes and development as well as coaching management and employees through the employment life cycle.

Key Responsibilities: 

Learning and Development 

Analyse and provide recommendation to line manager to identify training roadmap and program to address business needs and improve employee capabilities
Manage the Annual Training needs analysis process for the Organisation
Coordinate with Line Management to identify and select Training and Development vendors
Manage and ensure that training and development activities are carried out within the approve annual training budget and timelines
Develop training and development strategies and plan for management and professional roles and provide functional support to functional capability teams and Line manager

Employee Engagement 

Develop and implement effective programs that build and enhance employee engagement
Budgeting and Forecasting for Employee engagement related initiatives
Work closely with stakeholders and line manager to design and implement innovative employee engagement initiatives


Talent Management:

Work with Managers and the HRD to provide strategy and advice on the management of talent to ensure high potential is identified and developed.


Staffing & Productivity 

Identify critical staffing issues and implications along with the leadership team of the unit
Collaboration with COE to develop a resourcing strategy and innovative, timely and cost effective best practice solutions to enable the organization to meet its objectives.
Act as a custodian of various HR metrics like attrition analysis, productivity trends, performance metrics etc.

Employee Communication 

Enhance the organization culture using Internal Communication 
- Develop innovative and engaging communication for employees to help brand organisational and HR systems - and processes
- Communicate with external agencies for developing engaging communication and Branding 
- Support other HR specialists in creating engaging communication and branding content


Salary: INR 30,00,000 - 40,00,000 P.A
Industry: Telecom/ ISP
Functional Area: HR, Recruitment, Administration, IR
Role Category: Head/VP/GM-HR
Role: Head/VP/GM-HR

MUST HAVE:

Looking for candidates from FMCG/FMCD industry only with Tier 1 /Tier 2 MBA Full time
Tier 1 MBA- 2007-2009 Batch
Tier 2 MBA- 2005-2007 Batch

Education: UG -Any Graduate - Any Specialization 
PG - MBA/PGDM 
Doctorate - Any Doctorate - Any Specialization, Doctorate Not Required
",2,47
Random,"Designation : -  Assistant Manager
Positions : - 1

Process Brief: -
AXA-Winterthur team in ABS supports AXA Switzerland for processing of insurance documents  
Process require sound knowledge of German language and insurance Claim 
Key Accountabilities : -
• Understand the different areas of operations including process knowledge within AXA BS and AXA- Swiss. 
• Successfully in handle a multiple team.
•  People Management-Regular reviews/121s/Appraisals conducted. 
• Analyze training needs for teams and provide support. 
• Effectively implement rewards & recognition and incentive programme to the team. 
• Control & manage the attrition as per the process target. 
• Make sure that all Service Level Agreements are met. 
• Provide support mentoring and grooming to team members. 
• Ensure accurate and timely reports are sent to the management on time. 
• Lead quality and productivity initiatives such as ISO 
• RISK Etc. 
• Drive various process improvement ideas to improve efficiency/productivity. 
• Ensure adequate controls in place to meet SLAs. 
• Effective work allocation for team. 
• Effective management of volumes and quality. 
• Attend client calls and discuss team performance on a weekly basis





Specific knowledge required: -
• Advance level knowledge of German language – C1 mandatory
• Knowledge of insurance domain. 
Location:Pune
Shift Timing : - 12:00 to 20:30


",3,37
Random,"Job Description:
Assistant Manager - MI Reporting - Data management / Report Production : 000053V8 
Description
  
?        Global Service Delivery is a business-aligned, customer-servicing organisation with the primary objective of driving operational excellence across our businesses worldwide. Achieving this through the consolidation, simplification and continuous improvement of processes across the full range of HSBC operations, the division  simultaneously takes responsibility for managing operational, location and processing risk and ensuring that services provided are at a best-in-class price point for the required quality level.
Job Description

• Provide guidance and act as a subject matter expert (SME) with regard to GB&M Reporting (DM & RP)
• Initiate and support Quality initiatives leading to operational efficiency and higher productivity & Lead other Strategic initiatives for GFC
• Provide support to the onshore team in preparations of Site submission roll out plan & identify key issues/ show stoppers in the projects & timely escalation, System training to site on new application.
• Establish and maintain effective relationship with business areas and identify areas of service improvements by implementing regular calls and feedback mechanism
• Influence and escalate key customer issues in an effective way to ensure timely resolution
• Liaise with onshore counterparts on report requirement and developing reports within the timelines agreed
• Ensure support is provided to as per requirement from onshore counterparts
• Ensure integrity and management of data submission
• Good teamwork skills are vital as an important aspect of the role concerns liaising with various teams across all departments.
• Effective communication with the team members on organization strategy and goals required for the respective roles and responsibilities
• Create an environment within the team which fosters free sharing of knowledge & ideas
• Adherence to Group policies, audit, controls, and compliance requirements including but not limited to Declaration of secrecy, data protection act, health, safety and security, clear desk policy
• To continually assess the operational risks inherent in the processes, taking account of changing operating procedures, staff movements, legal and regulatory requirements, management restructures, and the impact of new technology.
• Monitor operational timeline for preparation and submission of required information or reports.
• Liaison between sites on training and submission of performance data and maintain scorecard for senior management review where every required.
Maintain internal control standards, including timely implementation of internal and external audit points together with
• any issues raised by Business Partners (onshore team)
• Lead, coordinate and support Re-engineering initiatives
• 

Analytical review / problem solving skills
• Ability to interpret data to be presented to manager and possess strong lateral thinking / analytical review skills
• Ability to manage trouble shooting/ secondary reviews and understand queries raised by business partner and determine escalation as necessary
Change management
• Should have demonstrated ability of driving results
External relationship management skills
• Ability and experience of managing customer relationships/ service delivery
• Experience of interfacing with external auditors preferred
Customers / Stakeholders
• Ensure support is provided to as per requirement from onshore counterparts
• Liaise with development & enhancements team, and Administration, Maintenance and projects team
• Ensure MI is provided to and easily understood by onshore MI teams
• Liaise with MI teams in LOB/Customer Groups
• Respond to queries from senior group level management as appropriate
Leadership & Teamwork
• Ability to lead and manage the team to ensure MI produced in line with Business requirements
• Coach team members to ensure performance metrics i.e. user queries, access issues, MI produced in line with requirements
• Ensure all team are developed by undertaking a training needs analysis for each team member. Ensure personal development plans are in place covering product knowledge, technical and soft skills
• Operational Effectiveness & Control
• Ensure right first time processes/checks in place for MI production
• Ensure control process are in place to maintain data integrity
• Implement processes to validate work carried out at a macro/micro level
• Timely and accurate MI produced within required deadlines
• Minimal data integrity issues
• Zero control issue
Skills/Experience Required
 
• B.Com / M Com / CA(Inter) / CWA (Inter): 5-8 years
• CA/CWA/MBA: 2-7 years
• Having Management Reporting experience and exposure would be an added advantage.
• Experience in leading and program managing projects and change management initiatives (E)
• Exposure to multiple systems and database handling (E)
• Strong interpersonal skills
• Good analytical, statistical skills to study trends, understand and to interpret numeric information (E)
• Self-driven, with the ability to work within a team (E)
• Flexibility to work in accordance with Business requirements (E)
• Ability to build rapport with and relate to a wide range of people
• Basic knowledge of Global Banking & Markets products etc. would be an added advantage.
• Independent and Confident, able to work under pressure and handle multiple tasks
• Excellent communication (written and verbal) and interpersonal skills - maintain good relationship with stakeholders.
• Excellent time management and timely delivery of regulatory reporting information.
• Leadership skills, with ability to build rapport with internal & external customers / Business areas
• Strong leadership capabilities with a record of developing individuals and large teams
• Keen to learn, self learner and self motivated
• Must be flexible and open to travel
• Must have excellent attention to detail and work within tight deadlines ensuring a complete and accurate flow of information's between stakeholders.
• Must be experienced in working under pressure on multiple process improvement projects

",3,43
